,,,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,"2009, preliminary",1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,"2009, preliminary",1980,1990,2000,2005,2008,"2009, preliminary"
Pennsylvania ,PA,42,"8,725","9,581","10,346","10,973","11,876","12,610","13,248","13,902","15,009","16,143","17,091","17,854","18,611","19,152","19,717","20,406","21,298","22,187","23,709","24,511","25,999","26,530","27,818","28,874","30,174","30,792","32,683","33,878","35,041","35,861","18,715","18,887","19,325","19,650","20,492","21,068","21,607","21,862","22,699","23,398","23,689","23,883","24,185","24,353","24,565","24,873","25,407","25,982","27,502","27,982","28,960","28,998","29,997","30,515","31,076","30,792","31,810","32,111","32,139","32,826",99.4,100.6,100.2,98.2,98.8,100.9
Rhode Island ,RI,44,"8,445","9,405","10,170","10,956","12,107","12,891","13,616","14,299","15,729","17,028","17,453","17,674","18,495","19,155","19,655","20,683","21,407","22,361","23,388","24,038","25,340","26,891","28,418","29,847","31,320","32,137","33,905","35,309","36,659","37,460","18,114","18,540","18,996","19,620","20,890","21,537","22,207","22,487","23,788","24,680","24,191","23,643","24,034","24,357","24,488","25,211","25,537","26,185","27,130","27,442","28,225","29,393","30,644","31,543","32,256","32,137","32,999","33,468","33,623","34,289",96.2,102.8,97.6,102.5,103.4,105.4
South Carolina ,SC,45,"6,840","7,571","8,071","8,701","9,744","10,332","10,874","11,489","12,421","13,239","14,044","14,537","15,243","15,801","16,598","17,241","18,025","18,772","19,853","20,712","22,165","22,731","23,507","24,259","25,407","26,365","27,765","28,534","29,312","29,386","14,671","14,925","15,075","15,581","16,813","17,262","17,735","18,068","18,785","19,189","19,466","19,446","19,808","20,092","20,679","21,015","21,503","21,983","23,029","23,645","24,689","24,846","25,348","25,638","26,166","26,365","27,023","27,046","26,884","26,899",77.9,82.7,85.4,84.1,82.7,82.7
South Dakota ,SD,46,"7,298","8,556","8,996","9,473","10,807","11,040","11,566","12,133","12,583","13,465","14,725","15,288","16,270","16,641","17,886","17,886","19,845","19,984","21,501","22,359","23,881","25,251","25,811","28,389","29,971","30,619","30,815","33,189","35,527","34,483","15,654","16,866","16,803","16,964","18,647","18,445","18,864","19,080","19,030","19,516","20,410","20,451","21,143","21,160","22,284","21,801","23,674","23,402","24,941","25,525","26,600","27,600","27,833","30,003","30,867","30,619","29,991","31,458","32,584","31,564",83.1,86.7,92.0,97.7,100.2,97.0
Tennessee ,TN,47,"7,374","8,173","8,736","9,296","10,367","10,995","11,679","12,400","13,391","14,183","15,004","15,671","16,844","17,551","18,369","19,297","19,910","20,646","21,927","22,764","24,011","24,821","25,780","26,783","28,017","28,802","30,013","31,100","31,976","31,964","15,817","16,111","16,317","16,647","17,888","18,370","19,048","19,500","20,252","20,557","20,796","20,963","21,888","22,317","22,885","23,521","23,752","24,177","25,435","25,987","26,745","27,130","27,799","28,305","28,854","28,802","29,211","29,478","29,327","29,258",84.0,88.3,92.5,91.9,90.2,89.9
Texas ,TX,48,"8,553","9,712","10,384","10,917","11,896","12,546","12,752","12,950","13,733","14,479","15,463","15,999","16,977","17,542","18,209","18,995","19,942","21,188","22,474","23,400","25,166","25,851","26,243","27,104","28,605","30,175","31,832","33,138","34,281","33,818","18,346","19,145","19,396","19,550","20,526","20,961","20,798","20,365","20,769","20,986","21,433","21,402","22,061","22,306","22,686","23,153","23,790","24,812","26,070","26,714","28,032","28,256","28,299","28,645","29,460","30,175","30,981","31,410","31,442","30,956",97.4,91.0,97.0,96.3,96.7,95.1
Utah ,UT,49,"7,575","8,298","8,832","9,440","10,264","10,726","11,072","11,315","11,772","12,482","13,131","13,772","14,350","14,945","15,691","16,497","17,455","18,379","19,418","20,038","21,454","22,502","23,061","23,384","24,325","25,555","26,850","28,020","28,585","28,188","16,248","16,358","16,497","16,905","17,710","17,920","18,058","17,794","17,804","18,091","18,200","18,423","18,648","19,004","19,549","20,108","20,823","21,522","22,525","22,875","23,897","24,596","24,867","24,713","25,052","25,555","26,132","26,559","26,217","25,802",86.3,77.3,82.7,81.5,80.6,79.3
Vermont ,VT,50,"7,593","8,491","9,175","9,734","10,697","11,426","12,135","12,933","13,939","15,097","15,527","15,835","16,841","17,272","18,028","18,752","19,561","20,326","21,808","22,964","24,523","25,757","26,744","28,015","29,623","29,910","32,094","33,385","34,443","35,232","16,287","16,738","17,137","17,431","18,457","19,090","19,792","20,338","21,081","21,882","21,521","21,183","21,885","21,963","22,461","22,857","23,335","23,802","25,297","26,216","27,315","28,153","28,839","29,607","30,508","29,910","31,236","31,644","31,590","32,250",86.5,91.4,94.5,95.4,97.1,99.1
Virginia ,VA,51,"8,732","9,636","10,463","11,367","12,590","13,376","14,172","14,933","16,118","17,059","17,735","18,403","19,232","19,852","20,618","21,312","22,081","23,134","24,083","25,054","26,780","28,301","29,451","30,793","32,506","33,965","35,887","37,359","38,596","39,502","18,730","18,995","19,543","20,356","21,724","22,348","23,114","23,484","24,377","24,725","24,582","24,618","24,992","25,243","25,687","25,977","26,341","27,091","27,936","28,602","29,829","30,934","31,758","32,543","33,478","33,965","34,928","35,411","35,399","36,158",99.5,104.4,103.2,108.4,108.8,111.1
Washington ,WA,53,"9,464","10,333","11,071","11,826","12,629","13,180","13,933","14,426","15,351","16,389","17,449","18,396","19,313","19,871","20,572","21,252","22,410","23,519","25,055","26,111","27,951","28,850","29,759","30,730","32,811","33,207","35,526","37,343","38,447","38,472","20,300","20,369","20,679","21,178","21,791","22,020","22,724","22,686","23,217","23,754","24,185","24,608","25,097","25,267","25,630","25,904","26,734","27,541","29,064","29,808","31,134","31,534","32,090","32,477","33,792","33,207","34,577","35,396","35,262","35,216",107.8,102.7,107.7,106.0,108.4,108.2
West Virginia ,WV,54,"7,077","7,705","8,259","8,516","9,250","9,684","10,041","10,395","11,290","11,978","12,908","13,544","14,513","14,937","15,538","16,015","16,662","17,330","18,315","18,829","19,815","21,125","22,129","22,788","23,667","24,249","26,059","27,214","28,703","29,790","15,180","15,189","15,426","15,250","15,961","16,179","16,377","16,347","17,075","17,361","17,891","18,118","18,859","18,993","19,358","19,521","19,877","20,294","21,245","21,495","22,071","23,090","23,862","24,083","24,374","24,249","25,363","25,795","26,326","27,268",80.6,76.0,76.3,77.4,80.9,83.8
Wisconsin ,WI,55,"8,764","9,478","10,092","10,584","11,567","12,098","12,718","13,309","13,998","15,049","15,716","16,197","17,244","17,836","18,803","19,483","20,327","21,296","22,827","23,753","25,078","26,032","27,216","28,215","29,257","29,873","31,445","32,554","33,433","33,452","18,798","18,684","18,850","18,953","19,959","20,213","20,743","20,930","21,170","21,812","21,783","21,667","22,408","22,680","23,426","23,748","24,249","24,938","26,479","27,117","27,934","28,454","29,348","29,819","30,131","29,873","30,605","30,856","30,664","30,621",99.8,92.5,96.6,95.3,94.3,94.1
Wyoming ,WY,56,"10,167","11,085","11,763","11,321","12,048","12,691","12,935","12,911","13,367","14,671","16,056","16,725","17,428","18,013","18,607","19,167","19,517","20,776","22,275","23,700","25,330","27,364","28,837","30,854","33,060","35,371","39,292","40,864","42,827","41,382","21,808","21,852","21,971","20,273","20,789","21,203","21,097","20,304","20,216","21,264","22,255","22,373","22,647","22,905","23,182","23,363","23,283","24,329","25,839","27,056","28,214","29,910","31,096","32,608","34,048","35,371","38,242","38,733","39,280","37,879",115.8,94.5,97.6,112.9,120.8,116.4
