"location","variable","Unit","Date","Value"
"Finland","Homicide, Rate per 100,000 population","Rate per 100,000 population","1/1/2010 12:00:00 AM",2.17970737
"Finland","Homicide, Rate per 100,000 population","Rate per 100,000 population","1/1/2009 12:00:00 AM",2.24553966
"Finland","Homicide, Rate per 100,000 population","Rate per 100,000 population","1/1/2008 12:00:00 AM",2.50080054
"Finland","Homicide, Rate per 100,000 population","Rate per 100,000 population","1/1/2005 12:00:00 AM",2.26823585
"Finland","Homicide, Rate per 100,000 population","Rate per 100,000 population","1/1/2000 12:00:00 AM",2.85908461
"Finland","Homicide, Rate per 100,000 population","Rate per 100,000 population","1/1/2001 12:00:00 AM",3.00674784
"Finland","Homicide, Rate per 100,000 population","Rate per 100,000 population","1/1/2002 12:00:00 AM",2.53833511
"Finland","Homicide, Rate per 100,000 population","Rate per 100,000 population","1/1/2003 12:00:00 AM",1.97574893
"Finland","Homicide, Rate per 100,000 population","Rate per 100,000 population","1/1/2004 12:00:00 AM",2.83072639
"Finland","Homicide, Rate per 100,000 population","Rate per 100,000 population","1/1/2006 12:00:00 AM",2.25900027
"Finland","Homicide, Rate per 100,000 population","Rate per 100,000 population","1/1/2007 12:00:00 AM",2.43752151
"Greenland","Homicide, Rate per 100,000 population","Rate per 100,000 population","1/1/2011 12:00:00 AM",1.75944261
"Greenland","Homicide, Rate per 100,000 population","Rate per 100,000 population","1/1/2010 12:00:00 AM",10.61083012
"Greenland","Homicide, Rate per 100,000 population","Rate per 100,000 population","1/1/2009 12:00:00 AM",19.44527922
"Greenland","Homicide, Rate per 100,000 population","Rate per 100,000 population","1/1/2008 12:00:00 AM",10.58667843
"Greenland","Homicide, Rate per 100,000 population","Rate per 100,000 population","1/1/2005 12:00:00 AM",17.55833758
"Greenland","Homicide, Rate per 100,000 population","Rate per 100,000 population","1/1/2000 12:00:00 AM",23.14237904
"Greenland","Homicide, Rate per 100,000 population","Rate per 100,000 population","1/1/2001 12:00:00 AM",30.1755507
"Greenland","Homicide, Rate per 100,000 population","Rate per 100,000 population","1/1/2002 12:00:00 AM",21.22616479
"Greenland","Homicide, Rate per 100,000 population","Rate per 100,000 population","1/1/2003 12:00:00 AM",8.81336812
"Greenland","Homicide, Rate per 100,000 population","Rate per 100,000 population","1/1/2004 12:00:00 AM",19.33861922
"Greenland","Homicide, Rate per 100,000 population","Rate per 100,000 population","1/1/2006 12:00:00 AM",17.56697409
"Greenland","Homicide, Rate per 100,000 population","Rate per 100,000 population","1/1/2007 12:00:00 AM",3.52007322
"Iceland","Homicide, Rate per 100,000 population","Rate per 100,000 population","1/1/2013 12:00:00 AM",0.3050962
"Iceland","Homicide, Rate per 100,000 population","Rate per 100,000 population","1/1/2012 12:00:00 AM",0.30858926
"Iceland","Homicide, Rate per 100,000 population","Rate per 100,000 population","1/1/2011 12:00:00 AM",0.93648971
"Iceland","Homicide, Rate per 100,000 population","Rate per 100,000 population","1/1/2010 12:00:00 AM",0.62884776
"Iceland","Homicide, Rate per 100,000 population","Rate per 100,000 population","1/1/2009 12:00:00 AM",0.31867025
"Iceland","Homicide, Rate per 100,000 population","Rate per 100,000 population","1/1/2008 12:00:00 AM",0
"Iceland","Homicide, Rate per 100,000 population","Rate per 100,000 population","1/1/2005 12:00:00 AM",1.01096901
"Iceland","Homicide, Rate per 100,000 population","Rate per 100,000 population","1/1/2000 12:00:00 AM",1.77800536
"Iceland","Homicide, Rate per 100,000 population","Rate per 100,000 population","1/1/2001 12:00:00 AM",0.35204326
"Iceland","Homicide, Rate per 100,000 population","Rate per 100,000 population","1/1/2002 12:00:00 AM",1.3940731
"Iceland","Homicide, Rate per 100,000 population","Rate per 100,000 population","1/1/2003 12:00:00 AM",0
"Iceland","Homicide, Rate per 100,000 population","Rate per 100,000 population","1/1/2004 12:00:00 AM",1.02329706
"Iceland","Homicide, Rate per 100,000 population","Rate per 100,000 population","1/1/2006 12:00:00 AM",0
"Iceland","Homicide, Rate per 100,000 population","Rate per 100,000 population","1/1/2007 12:00:00 AM",0.65583017
"Ireland","Homicide, Rate per 100,000 population","Rate per 100,000 population","1/1/2013 12:00:00 AM",1.10934259
"Ireland","Homicide, Rate per 100,000 population","Rate per 100,000 population","1/1/2012 12:00:00 AM",1.16888675
"Ireland","Homicide, Rate per 100,000 population","Rate per 100,000 population","1/1/2011 12:00:00 AM",0.92265114
"Ireland","Homicide, Rate per 100,000 population","Rate per 100,000 population","1/1/2010 12:00:00 AM",1.18632963
"Ireland","Homicide, Rate per 100,000 population","Rate per 100,000 population","1/1/2009 12:00:00 AM",1.26971977
"Ireland","Homicide, Rate per 100,000 population","Rate per 100,000 population","1/1/2008 12:00:00 AM",1.14898762
"Ireland","Homicide, Rate per 100,000 population","Rate per 100,000 population","1/1/2005 12:00:00 AM",1.25060065
"Ireland","Homicide, Rate per 100,000 population","Rate per 100,000 population","1/1/2000 12:00:00 AM",0.97272659
"Ireland","Homicide, Rate per 100,000 population","Rate per 100,000 population","1/1/2001 12:00:00 AM",1.34511551
"Ireland","Homicide, Rate per 100,000 population","Rate per 100,000 population","1/1/2002 12:00:00 AM",1.32118017
"Ireland","Homicide, Rate per 100,000 population","Rate per 100,000 population","1/1/2003 12:00:00 AM",1.12201208
"Ireland","Homicide, Rate per 100,000 population","Rate per 100,000 population","1/1/2004 12:00:00 AM",0.73425213
"Ireland","Homicide, Rate per 100,000 population","Rate per 100,000 population","1/1/2006 12:00:00 AM",1.46707227
"Ireland","Homicide, Rate per 100,000 population","Rate per 100,000 population","1/1/2007 12:00:00 AM",1.81795426
"Latvia","Homicide, Rate per 100,000 population","Rate per 100,000 population","1/1/2013 12:00:00 AM",3.45432195
"Latvia","Homicide, Rate per 100,000 population","Rate per 100,000 population","1/1/2012 12:00:00 AM",4.78690032
"Latvia","Homicide, Rate per 100,000 population","Rate per 100,000 population","1/1/2011 12:00:00 AM",3.35728961
"Latvia","Homicide, Rate per 100,000 population","Rate per 100,000 population","1/1/2010 12:00:00 AM",3.34845079
"Latvia","Homicide, Rate per 100,000 population","Rate per 100,000 population","1/1/2009 12:00:00 AM",5.11282054
"Latvia","Homicide, Rate per 100,000 population","Rate per 100,000 population","1/1/2008 12:00:00 AM",4.62993708
"Latvia","Homicide, Rate per 100,000 population","Rate per 100,000 population","1/1/2005 12:00:00 AM",5.65641584
"Latvia","Homicide, Rate per 100,000 population","Rate per 100,000 population","1/1/2000 12:00:00 AM",10.0359227
"Latvia","Homicide, Rate per 100,000 population","Rate per 100,000 population","1/1/2001 12:00:00 AM",9.33778875
"Latvia","Homicide, Rate per 100,000 population","Rate per 100,000 population","1/1/2002 12:00:00 AM",9.23504085
"Latvia","Homicide, Rate per 100,000 population","Rate per 100,000 population","1/1/2003 12:00:00 AM",8.82952032
"Latvia","Homicide, Rate per 100,000 population","Rate per 100,000 population","1/1/2004 12:00:00 AM",8.01719667
"Latvia","Homicide, Rate per 100,000 population","Rate per 100,000 population","1/1/2006 12:00:00 AM",5.82517468
"Latvia","Homicide, Rate per 100,000 population","Rate per 100,000 population","1/1/2007 12:00:00 AM",4.33747993
"Lithuania","Homicide, Rate per 100,000 population","Rate per 100,000 population","1/1/2013 12:00:00 AM",6.76241661
"Lithuania","Homicide, Rate per 100,000 population","Rate per 100,000 population","1/1/2012 12:00:00 AM",6.79576847
"Lithuania","Homicide, Rate per 100,000 population","Rate per 100,000 population","1/1/2011 12:00:00 AM",6.99386812
"Lithuania","Homicide, Rate per 100,000 population","Rate per 100,000 population","1/1/2010 12:00:00 AM",7.13713766
"Lithuania","Homicide, Rate per 100,000 population","Rate per 100,000 population","1/1/2009 12:00:00 AM",8.12386181
"Lithuania","Homicide, Rate per 100,000 population","Rate per 100,000 population","1/1/2008 12:00:00 AM",9.48045214
"Lithuania","Homicide, Rate per 100,000 population","Rate per 100,000 population","1/1/2005 12:00:00 AM",11.31806125
"Lithuania","Homicide, Rate per 100,000 population","Rate per 100,000 population","1/1/2004 12:00:00 AM",10.29022947
"Lithuania","Homicide, Rate per 100,000 population","Rate per 100,000 population","1/1/2006 12:00:00 AM",8.89213013
"Lithuania","Homicide, Rate per 100,000 population","Rate per 100,000 population","1/1/2007 12:00:00 AM",8.68314605
"Norway","Homicide, Rate per 100,000 population","Rate per 100,000 population","1/1/2013 12:00:00 AM",0.92441116
"Norway","Homicide, Rate per 100,000 population","Rate per 100,000 population","1/1/2012 12:00:00 AM",0.54699468
"Norway","Homicide, Rate per 100,000 population","Rate per 100,000 population","1/1/2011 12:00:00 AM",2.26716399
"Norway","Homicide, Rate per 100,000 population","Rate per 100,000 population","1/1/2010 12:00:00 AM",0.59289536
"Norway","Homicide, Rate per 100,000 population","Rate per 100,000 population","1/1/2009 12:00:00 AM",0.59971516
"Norway","Homicide, Rate per 100,000 population","Rate per 100,000 population","1/1/2008 12:00:00 AM",0.7116033
"Norway","Homicide, Rate per 100,000 population","Rate per 100,000 population","1/1/2005 12:00:00 AM",0.71360794
"Norway","Homicide, Rate per 100,000 population","Rate per 100,000 population","1/1/2000 12:00:00 AM",1.09093208
"Norway","Homicide, Rate per 100,000 population","Rate per 100,000 population","1/1/2001 12:00:00 AM",0.81954087
"Norway","Homicide, Rate per 100,000 population","Rate per 100,000 population","1/1/2002 12:00:00 AM",1.01396472
"Norway","Homicide, Rate per 100,000 population","Rate per 100,000 population","1/1/2003 12:00:00 AM",1.11841786
"Norway","Homicide, Rate per 100,000 population","Rate per 100,000 population","1/1/2004 12:00:00 AM",0.7845797
"Norway","Homicide, Rate per 100,000 population","Rate per 100,000 population","1/1/2006 12:00:00 AM",0.70679113
"Norway","Homicide, Rate per 100,000 population","Rate per 100,000 population","1/1/2007 12:00:00 AM",0.63544782
"Sweden","Homicide, Rate per 100,000 population","Rate per 100,000 population","1/1/2013 12:00:00 AM",0.9166511
"Sweden","Homicide, Rate per 100,000 population","Rate per 100,000 population","1/1/2012 12:00:00 AM",0.72043136
"Sweden","Homicide, Rate per 100,000 population","Rate per 100,000 population","1/1/2011 12:00:00 AM",0.86294065
"Sweden","Homicide, Rate per 100,000 population","Rate per 100,000 population","1/1/2010 12:00:00 AM",0.96991174
"Sweden","Homicide, Rate per 100,000 population","Rate per 100,000 population","1/1/2009 12:00:00 AM",0.93444945
"Sweden","Homicide, Rate per 100,000 population","Rate per 100,000 population","1/1/2008 12:00:00 AM",0.83382415
"Sweden","Homicide, Rate per 100,000 population","Rate per 100,000 population","1/1/2005 12:00:00 AM",0.87484578
"Sweden","Homicide, Rate per 100,000 population","Rate per 100,000 population","1/1/2000 12:00:00 AM",1.08202127
"Sweden","Homicide, Rate per 100,000 population","Rate per 100,000 population","1/1/2001 12:00:00 AM",0.97879899
