"location","variable","Unit","Date","Value"
"Greece","Assault at the national level, count","Number","1/1/2007 12:00:00 AM",7788
"Greece","Assault at the national level, count","Number","1/1/2008 12:00:00 AM",8008
"Greece","Assault at the national level, count","Number","1/1/2009 12:00:00 AM",7869
"Greece","Assault at the national level, count","Number","1/1/2010 12:00:00 AM",7636
"Greece","Assault at the national level, count","Number","1/1/2011 12:00:00 AM",5024
"Greece","Assault at the national level, count","Number","1/1/2012 12:00:00 AM",4590
"Greece","Assault at the national level, count","Number","1/1/2013 12:00:00 AM",5611
"Andorra","Assault at the national level, count","Number","1/1/2007 12:00:00 AM",83
"Andorra","Assault at the national level, count","Number","1/1/2008 12:00:00 AM",105
"Andorra","Assault at the national level, count","Number","1/1/2009 12:00:00 AM",128
"Andorra","Assault at the national level, count","Number","1/1/2010 12:00:00 AM",98
"Andorra","Assault at the national level, count","Number","1/1/2011 12:00:00 AM",144
"Andorra","Assault at the national level, count","Number","1/1/2012 12:00:00 AM",163
"Andorra","Assault at the national level, count","Number","1/1/2013 12:00:00 AM",90
"Albania","Assault at the national level, count","Number","1/1/2005 12:00:00 AM",165
"Albania","Assault at the national level, count","Number","1/1/2006 12:00:00 AM",246
"Albania","Assault at the national level, count","Number","1/1/2007 12:00:00 AM",219
"Albania","Assault at the national level, count","Number","1/1/2008 12:00:00 AM",363
"Albania","Assault at the national level, count","Number","1/1/2009 12:00:00 AM",379
"Albania","Assault at the national level, count","Number","1/1/2010 12:00:00 AM",178
"Albania","Assault at the national level, count","Number","1/1/2011 12:00:00 AM",169
"Albania","Assault at the national level, count","Number","1/1/2012 12:00:00 AM",156
"Albania","Assault at the national level, count","Number","1/1/2013 12:00:00 AM",163
"Switzerland","Assault at the national level, count","Number","1/1/2003 12:00:00 AM",6732
"Switzerland","Assault at the national level, count","Number","1/1/2004 12:00:00 AM",8198
"Switzerland","Assault at the national level, count","Number","1/1/2005 12:00:00 AM",8099
"Switzerland","Assault at the national level, count","Number","1/1/2006 12:00:00 AM",9272
"Switzerland","Assault at the national level, count","Number","1/1/2007 12:00:00 AM",9644
"Switzerland","Assault at the national level, count","Number","1/1/2008 12:00:00 AM",8893
"Switzerland","Assault at the national level, count","Number","1/1/2009 12:00:00 AM",524
"Switzerland","Assault at the national level, count","Number","1/1/2010 12:00:00 AM",487
"Switzerland","Assault at the national level, count","Number","1/1/2011 12:00:00 AM",487
"Switzerland","Assault at the national level, count","Number","1/1/2012 12:00:00 AM",597
"Switzerland","Assault at the national level, count","Number","1/1/2013 12:00:00 AM",568
"Netherlands","Assault at the national level, count","Number","1/1/2003 12:00:00 AM",53500
"Netherlands","Assault at the national level, count","Number","1/1/2004 12:00:00 AM",55300
"Netherlands","Assault at the national level, count","Number","1/1/2005 12:00:00 AM",67060
"Netherlands","Assault at the national level, count","Number","1/1/2006 12:00:00 AM",69185
"Netherlands","Assault at the national level, count","Number","1/1/2007 12:00:00 AM",71570
"Netherlands","Assault at the national level, count","Number","1/1/2008 12:00:00 AM",69005
"Netherlands","Assault at the national level, count","Number","1/1/2009 12:00:00 AM",65690
"Netherlands","Assault at the national level, count","Number","1/1/2010 12:00:00 AM",60280
"Netherlands","Assault at the national level, count","Number","1/1/2011 12:00:00 AM",59425
"Netherlands","Assault at the national level, count","Number","1/1/2012 12:00:00 AM",56650
"Netherlands","Assault at the national level, count","Number","1/1/2013 12:00:00 AM",52135
"Monaco","Assault at the national level, count","Number","1/1/2003 12:00:00 AM",94
"Monaco","Assault at the national level, count","Number","1/1/2004 12:00:00 AM",129
"Monaco","Assault at the national level, count","Number","1/1/2005 12:00:00 AM",155
"Monaco","Assault at the national level, count","Number","1/1/2006 12:00:00 AM",140
"Luxembourg","Assault at the national level, count","Number","1/1/2006 12:00:00 AM",1811
"Luxembourg","Assault at the national level, count","Number","1/1/2007 12:00:00 AM",2030
"Luxembourg","Assault at the national level, count","Number","1/1/2008 12:00:00 AM",2317
"Luxembourg","Assault at the national level, count","Number","1/1/2009 12:00:00 AM",2350
"Luxembourg","Assault at the national level, count","Number","1/1/2010 12:00:00 AM",2475
"Luxembourg","Assault at the national level, count","Number","1/1/2011 12:00:00 AM",2744
"Liechtenstein","Assault at the national level, count","Number","1/1/2003 12:00:00 AM",61
"Liechtenstein","Assault at the national level, count","Number","1/1/2004 12:00:00 AM",70
"Liechtenstein","Assault at the national level, count","Number","1/1/2005 12:00:00 AM",71
"Liechtenstein","Assault at the national level, count","Number","1/1/2006 12:00:00 AM",77
"Liechtenstein","Assault at the national level, count","Number","1/1/2007 12:00:00 AM",68
"Liechtenstein","Assault at the national level, count","Number","1/1/2008 12:00:00 AM",88
"Liechtenstein","Assault at the national level, count","Number","1/1/2009 12:00:00 AM",90
"Liechtenstein","Assault at the national level, count","Number","1/1/2010 12:00:00 AM",77
"Liechtenstein","Assault at the national level, count","Number","1/1/2011 12:00:00 AM",78
"Liechtenstein","Assault at the national level, count","Number","1/1/2012 12:00:00 AM",69
"Liechtenstein","Assault at the national level, count","Number","1/1/2013 12:00:00 AM",103
"Germany","Assault at the national level, count","Number","1/1/2003 12:00:00 AM",445727
"Germany","Assault at the national level, count","Number","1/1/2004 12:00:00 AM",474575
"Germany","Assault at the national level, count","Number","1/1/2005 12:00:00 AM",494329
"Germany","Assault at the national level, count","Number","1/1/2006 12:00:00 AM",510775
"Germany","Assault at the national level, count","Number","1/1/2007 12:00:00 AM",523283
"Germany","Assault at the national level, count","Number","1/1/2008 12:00:00 AM",518499
"Germany","Assault at the national level, count","Number","1/1/2009 12:00:00 AM",519010
"Germany","Assault at the national level, count","Number","1/1/2010 12:00:00 AM",515853
"Germany","Assault at the national level, count","Number","1/1/2011 12:00:00 AM",513458
"Germany","Assault at the national level, count","Number","1/1/2012 12:00:00 AM",520005
"Germany","Assault at the national level, count","Number","1/1/2013 12:00:00 AM",506616
"France","Assault at the national level, count","Number","1/1/2003 12:00:00 AM",135003
"France","Assault at the national level, count","Number","1/1/2004 12:00:00 AM",137679
"France","Assault at the national level, count","Number","1/1/2005 12:00:00 AM",148651
"France","Assault at the national level, count","Number","1/1/2006 12:00:00 AM",164359
"France","Assault at the national level, count","Number","1/1/2007 12:00:00 AM",175886
"France","Assault at the national level, count","Number","1/1/2008 12:00:00 AM",187937
"France","Assault at the national level, count","Number","1/1/2009 12:00:00 AM",193405
"France","Assault at the national level, count","Number","1/1/2010 12:00:00 AM",192906
"France","Assault at the national level, count","Number","1/1/2011 12:00:00 AM",192263
"France","Assault at the national level, count","Number","1/1/2012 12:00:00 AM",193081
"France","Assault at the national level, count","Number","1/1/2013 12:00:00 AM",192643
"Belgium","Assault at the national level, count","Number","1/1/2003 12:00:00 AM",61959
"Belgium","Assault at the national level, count","Number","1/1/2004 12:00:00 AM",64811
"Belgium","Assault at the national level, count","Number","1/1/2005 12:00:00 AM",67418
"Belgium","Assault at the national level, count","Number","1/1/2006 12:00:00 AM",70886
"Belgium","Assault at the national level, count","Number","1/1/2007 12:00:00 AM",74289
"Belgium","Assault at the national level, count","Number","1/1/2008 12:00:00 AM",76314
"Belgium","Assault at the national level, count","Number","1/1/2009 12:00:00 AM",77651
"Belgium","Assault at the national level, count","Number","1/1/2010 12:00:00 AM",77718
"Belgium","Assault at the national level, count","Number","1/1/2011 12:00:00 AM",78722
"Belgium","Assault at the national level, count","Number","1/1/2012 12:00:00 AM",72125
"Belgium","Assault at the national level, count","Number","1/1/2013 12:00:00 AM",68961
"Austria","Assault at the national level, count","Number","1/1/2004 12:00:00 AM",3584
"Austria","Assault at the national level, count","Number","1/1/2005 12:00:00 AM",3611
"Austria","Assault at the national level, count","Number","1/1/2006 12:00:00 AM",3577
"Austria","Assault at the national level, count","Number","1/1/2007 12:00:00 AM",3878
"Austria","Assault at the national level, count","Number","1/1/2008 12:00:00 AM",3945
"Austria","Assault at the national level, count","Number","1/1/2009 12:00:00 AM",4023
"Austria","Assault at the national level, count","Number","1/1/2010 12:00:00 AM",3606
"Austria","Assault at the national level, count","Number","1/1/2011 12:00:00 AM",3897
"Austria","Assault at the national level, count","Number","1/1/2012 12:00:00 AM",4030
"Austria","Assault at the national level, count","Number","1/1/2013 12:00:00 AM",3734
