iccs,leg_stat,sex,unit,geo\time	2013 	2012 	2011 	2010 	2009 	2008 
ICCS03012,PER_PRSC,M,P_HTHAB,HU	4.50 	4.53 	4.24 	5.63 	4.68 	7.34 
ICCS03012,PER_PRSC,M,P_HTHAB,IS	21.06 	: 	: 	: 	: 	: 
ICCS03012,PER_PRSC,M,P_HTHAB,LT	8.33 	9.11 	12.44 	9.79 	9.23 	7.06 
ICCS03012,PER_PRSC,M,P_HTHAB,LV	8.85 	6.85 	: 	: 	: 	: 
ICCS03012,PER_PRSC,M,P_HTHAB,ME	4.24 	3.92 	5.88 	3.60 	6.91 	5.61 
ICCS03012,PER_PRSC,M,P_HTHAB,NL	32.01 	30.54 	29.13 	28.26 	29.01 	31.20 
ICCS03012,PER_PRSC,M,P_HTHAB,NO	14.27 	13.73 	11.91 	13.72 	12.53 	13.31 
ICCS03012,PER_PRSC,M,P_HTHAB,PT	10.01 	11.09 	9.40 	9.52 	8.09 	8.52 
ICCS03012,PER_PRSC,M,P_HTHAB,RO	2.98 	2.52 	2.17 	1.84 	1.75 	1.98 
ICCS03012,PER_PRSC,M,P_HTHAB,RS	7.64 	: 	: 	: 	: 	: 
ICCS03012,PER_PRSC,M,P_HTHAB,SI	12.07 	14.85 	12.91 	12.13 	12.55 	13.28 
ICCS03012,PER_PRSC,M,P_HTHAB,UKC-L	25.51 	23.20 	25.66 	26.81 	23.66 	21.84 
ICCS03012,PER_PRSC,M,P_HTHAB,UKM	14.26 	11.97 	8.40 	8.47 	8.32 	8.94 
ICCS03012,PER_PRSC,M,P_HTHAB,UKN	40.52 	27.24 	21.87 	21.44 	: 	: 
ICCS03012,PER_PRSC,T,NR,AL	23 	: 	: 	: 	: 	: 
ICCS03012,PER_PRSC,T,NR,AT	5457 	5485 	5673 	5528 	5427 	6514 
ICCS03012,PER_PRSC,T,NR,BA	72 	67 	81 	70 	21 	16 
ICCS03012,PER_PRSC,T,NR,BE	4388 	4345 	4480 	4328 	3756 	3937 
ICCS03012,PER_PRSC,T,NR,BG	190 	216 	195 	215 	152 	218 
ICCS03012,PER_PRSC,T,NR,CY	372 	443 	58 	50 	76 	73 
ICCS03012,PER_PRSC,T,NR,CZ	833 	890 	814 	959 	804 	759 
ICCS03012,PER_PRSC,T,NR,DE	7553 	7890 	7590 	8192 	8764 	9571 
ICCS03012,PER_PRSC,T,NR,DK	478 	515 	491 	509 	502 	446 
ICCS03012,PER_PRSC,T,NR,FI	128 	118 	147 	145 	180 	148 
ICCS03012,PER_PRSC,T,NR,FR	6480 	6798 	7002 	: 	: 	: 
ICCS03012,PER_PRSC,T,NR,HR	346 	336 	382 	383 	388 	423 
ICCS03012,PER_PRSC,T,NR,HU	214 	223 	205 	277 	233 	359 
ICCS03012,PER_PRSC,T,NR,IS	34 	: 	: 	: 	: 	: 
ICCS03012,PER_PRSC,T,NR,LT	120 	128 	178 	146 	141 	106 
ICCS03012,PER_PRSC,T,NR,LV	83 	66 	: 	: 	: 	: 
ICCS03012,PER_PRSC,T,NR,ME	13 	12 	18 	11 	21 	17 
ICCS03012,PER_PRSC,T,NR,NL	2756 	2630 	2487 	2382 	2434 	2610 
ICCS03012,PER_PRSC,T,NR,NO	368 	345 	294 	337 	300 	321 
ICCS03012,PER_PRSC,T,NR,PT	512 	575 	488 	495 	423 	446 
ICCS03012,PER_PRSC,T,NR,RO	293 	249 	218 	185 	174 	202 
ICCS03012,PER_PRSC,T,NR,RS	304 	: 	: 	: 	: 	: 
ICCS03012,PER_PRSC,T,NR,SE	867 	779 	852 	894 	866 	902 
ICCS03012,PER_PRSC,T,NR,SI	128 	156 	134 	127 	135 	137 
ICCS03012,PER_PRSC,T,NR,UKC-L	7284 	6555 	7178 	7422 	6500 	5958 
ICCS03012,PER_PRSC,T,NR,UKM	372 	314 	218 	216 	216 	231 
ICCS03012,PER_PRSC,T,NR,UKN	367 	246 	194 	196 	: 	: 
ICCS03012,PER_PRSC,T,NR,XK	118 	105 	34 	29 	29 	50 
ICCS03012,PER_PRSC,T,P_HTHAB,AT	64.57 	65.23 	67.74 	66.19 	65.11 	78.41 
ICCS03012,PER_PRSC,T,P_HTHAB,BA	: 	1.75 	2.11 	1.82 	0.55 	0.42 
ICCS03012,PER_PRSC,T,P_HTHAB,BE	39.31 	39.16 	40.72 	39.93 	34.93 	36.91 
ICCS03012,PER_PRSC,T,P_HTHAB,BG	2.61 	2.95 	2.65 	2.90 	2.04 	2.90 
ICCS03012,PER_PRSC,T,P_HTHAB,CY	42.96 	51.39 	6.91 	6.10 	9.54 	9.40 
ICCS03012,PER_PRSC,T,P_HTHAB,CZ	7.92 	8.47 	7.76 	9.17 	7.71 	7.34 
ICCS03012,PER_PRSC,T,P_HTHAB,DE	9.21 	9.64 	9.28 	10.01 	10.69 	11.64 
ICCS03012,PER_PRSC,T,P_HTHAB,DK	8.53 	9.23 	8.83 	9.20 	9.11 	8.14 
ICCS03012,PER_PRSC,T,P_HTHAB,FI	2.36 	2.18 	2.73 	2.71 	3.38 	2.79 
ICCS03012,PER_PRSC,T,P_HTHAB,FR	9.88 	10.41 	10.78 	: 	: 	: 
ICCS03012,PER_PRSC,T,P_HTHAB,HR	8.12 	7.86 	8.90 	8.90 	9.00 	9.81 
ICCS03012,PER_PRSC,T,P_HTHAB,HU	2.16 	2.25 	2.05 	2.77 	2.32 	3.57 
ICCS03012,PER_PRSC,T,P_HTHAB,IS	10.56 	: 	: 	: 	: 	: 
ICCS03012,PER_PRSC,T,P_HTHAB,LT	4.04 	4.26 	5.83 	4.65 	4.43 	3.30 
ICCS03012,PER_PRSC,T,P_HTHAB,LV	4.10 	3.23 	: 	: 	: 	: 
ICCS03012,PER_PRSC,T,P_HTHAB,ME	2.09 	1.93 	2.90 	1.78 	3.40 	2.76 
ICCS03012,PER_PRSC,T,P_HTHAB,NL	16.42 	15.72 	14.93 	14.37 	14.76 	15.91 
ICCS03012,PER_PRSC,T,P_HTHAB,NO	7.29 	6.92 	5.98 	6.94 	6.25 	6.78 
ICCS03012,PER_PRSC,T,P_HTHAB,PT	4.88 	5.45 	4.62 	4.68 	4.00 	4.23 
ICCS03012,PER_PRSC,T,P_HTHAB,RO	1.46 	1.24 	1.08 	0.91 	0.85 	0.98 
ICCS03012,PER_PRSC,T,P_HTHAB,RS	4.23 	: 	: 	: 	: 	: 
ICCS03012,PER_PRSC,T,P_HTHAB,SE	9.07 	8.21 	9.05 	9.57 	9.36 	9.82 
ICCS03012,PER_PRSC,T,P_HTHAB,SI	6.22 	7.59 	6.54 	6.20 	6.64 	6.82 
ICCS03012,PER_PRSC,T,P_HTHAB,UKC-L	12.83 	11.63 	12.83 	13.38 	11.81 	10.91 
ICCS03012,PER_PRSC,T,P_HTHAB,UKM	6.99 	5.92 	4.13 	4.12 	4.14 	4.45 
ICCS03012,PER_PRSC,T,P_HTHAB,UKN	20.09 	13.52 	10.72 	10.89 	: 	: 
ICCS03012,PER_PRSC,T,P_HTHAB,XK	: 	: 	1.90 	1.31 	1.33 	2.32 
ICCS03012,PER_SUSP,F,NR,AL	0 	0 	0 	0 	0 	3 
ICCS03012,PER_SUSP,F,NR,AT	240 	175 	148 	158 	135 	137 
ICCS03012,PER_SUSP,F,NR,BE	551 	546 	665 	715 	747 	632 
ICCS03012,PER_SUSP,F,NR,BG	5 	7 	10 	13 	8 	17 
ICCS03012,PER_SUSP,F,NR,CH	831 	801 	642 	684 	562 	: 
ICCS03012,PER_SUSP,F,NR,CZ	81 	89 	70 	57 	61 	84 
ICCS03012,PER_SUSP,F,NR,DE	2153 	1678 	1931 	1941 	2180 	3028 
ICCS03012,PER_SUSP,F,NR,ES	364 	335 	348 	445 	402 	440 
ICCS03012,PER_SUSP,F,NR,FI	29 	14 	10 	18 	32 	10 
ICCS03012,PER_SUSP,F,NR,HR	30 	12 	17 	15 	10 	15 
ICCS03012,PER_SUSP,F,NR,HU	2 	3 	1 	0 	1 	0 
ICCS03012,PER_SUSP,F,NR,IT	103 	111 	91 	89 	110 	96 
ICCS03012,PER_SUSP,F,NR,LT	8 	2 	3 	4 	5 	1 
ICCS03012,PER_SUSP,F,NR,LV	7 	3 	6 	2 	3 	0 
ICCS03012,PER_SUSP,F,NR,MK	1 	: 	: 	: 	: 	: 
ICCS03012,PER_SUSP,F,NR,MT	6 	2 	5 	8 	1 	3 
ICCS03012,PER_SUSP,F,NR,NL	90 	110 	125 	130 	130 	185 
ICCS03012,PER_SUSP,F,NR,NO	13 	6 	7 	14 	6 	12 
ICCS03012,PER_SUSP,F,NR,PL	23 	: 	: 	: 	: 	: 
ICCS03012,PER_SUSP,F,NR,PT	51 	37 	50 	48 	269 	137 
ICCS03012,PER_SUSP,F,NR,RS	8 	10 	15 	23 	18 	17 
ICCS03012,PER_SUSP,F,NR,SE	39 	51 	46 	42 	27 	26 
ICCS03012,PER_SUSP,F,NR,SI	16 	2 	18 	13 	9 	8 
ICCS03012,PER_SUSP,F,P_HTHAB,AL	: 	: 	0.00 	: 	0.00 	0.19 
ICCS03012,PER_SUSP,F,P_HTHAB,AT	5.54 	4.06 	3.44 	3.69 	3.16 	3.21 
ICCS03012,PER_SUSP,F,P_HTHAB,BE	9.71 	9.68 	11.88 	12.93 	13.62 	11.61 
ICCS03012,PER_SUSP,F,P_HTHAB,BG	0.13 	0.19 	0.26 	0.34 	0.21 	0.44 
ICCS03012,PER_SUSP,F,P_HTHAB,CH	20.42 	19.86 	16.08 	17.29 	14.35 	: 
ICCS03012,PER_SUSP,F,P_HTHAB,CZ	1.51 	1.66 	1.31 	1.07 	1.15 	1.59 
ICCS03012,PER_SUSP,F,P_HTHAB,DE	5.17 	4.03 	4.64 	4.65 	5.21 	7.22 
ICCS03012,PER_SUSP,F,P_HTHAB,ES	1.54 	1.41 	1.47 	1.89 	1.72 	1.91 
ICCS03012,PER_SUSP,F,P_HTHAB,FI	1.05 	0.51 	0.37 	0.66 	1.18 	0.37 
ICCS03012,PER_SUSP,F,P_HTHAB,HR	1.36 	0.54 	0.77 	0.67 	0.45 	0.67 
ICCS03012,PER_SUSP,F,P_HTHAB,HU	0.04 	0.06 	0.02 	0.00 	0.02 	0.00 
ICCS03012,PER_SUSP,F,P_HTHAB,IT	0.33 	0.36 	0.30 	0.29 	0.36 	0.32 
ICCS03012,PER_SUSP,F,P_HTHAB,LT	0.50 	0.12 	0.18 	0.24 	0.29 	0.06 
ICCS03012,PER_SUSP,F,P_HTHAB,LV	0.64 	0.27 	0.53 	0.17 	0.26 	0.00 
ICCS03012,PER_SUSP,F,P_HTHAB,MK	0.10 	: 	: 	: 	: 	: 
ICCS03012,PER_SUSP,F,P_HTHAB,MT	2.84 	0.95 	2.40 	3.85 	0.48 	1.46 
ICCS03012,PER_SUSP,F,P_HTHAB,NL	1.06 	1.30 	1.49 	1.55 	1.56 	2.23 
ICCS03012,PER_SUSP,F,P_HTHAB,NO	0.52 	0.24 	0.28 	0.58 	0.25 	0.50 
ICCS03012,PER_SUSP,F,P_HTHAB,PL	0.12 	: 	: 	: 	: 	: 
ICCS03012,PER_SUSP,F,P_HTHAB,PT	0.93 	0.67 	0.91 	0.87 	4.89 	2.50 
ICCS03012,PER_SUSP,F,P_HTHAB,RS	0.22 	0.27 	0.40 	0.61 	0.48 	0.45 
ICCS03012,PER_SUSP,F,P_HTHAB,SE	0.81 	1.07 	0.97 	0.90 	0.58 	0.56 
ICCS03012,PER_SUSP,F,P_HTHAB,SI	1.54 	0.19 	1.74 	1.26 	0.88 	0.78 
ICCS03012,PER_SUSP,M,NR,AL	49 	27 	25 	39 	35 	15 
ICCS03012,PER_SUSP,M,NR,AT	2836 	3046 	2728 	2376 	2361 	2770 
ICCS03012,PER_SUSP,M,NR,BE	2496 	2774 	3022 	3082 	3168 	3116 
ICCS03012,PER_SUSP,M,NR,BG	254 	269 	302 	332 	317 	364 
ICCS03012,PER_SUSP,M,NR,CH	2957 	2490 	2275 	2330 	2658 	: 
ICCS03012,PER_SUSP,M,NR,CZ	888 	786 	819 	763 	775 	737 
ICCS03012,PER_SUSP,M,NR,DE	24627 	23115 	25141 	25192 	27221 	33842 
ICCS03012,PER_SUSP,M,NR,ES	4498 	4486 	4712 	4128 	4202 	4742 
ICCS03012,PER_SUSP,M,NR,FI	511 	655 	376 	417 	450 	440 
ICCS03012,PER_SUSP,M,NR,HR	204 	222 	263 	244 	247 	310 
ICCS03012,PER_SUSP,M,NR,HU	192 	158 	148 	139 	138 	180 
ICCS03012,PER_SUSP,M,NR,IT	4312 	4306 	4559 	4466 	4415 	4566 
ICCS03012,PER_SUSP,M,NR,LT	125 	142 	199 	159 	149 	118 
ICCS03012,PER_SUSP,M,NR,LV	108 	139 	132 	92 	94 	118 
ICCS03012,PER_SUSP,M,NR,ME	1 	0 	1 	0 	0 	0 
ICCS03012,PER_SUSP,M,NR,MK	110 	: 	: 	: 	: 	: 
ICCS03012,PER_SUSP,M,NR,MT	40 	49 	45 	50 	39 	29 
ICCS03012,PER_SUSP,M,NR,NL	3340 	3965 	4165 	4500 	4960 	5515 
ICCS03012,PER_SUSP,M,NR,NO	567 	551 	505 	559 	480 	512 
ICCS03012,PER_SUSP,M,NR,PL	1092 	: 	: 	: 	: 	: 
ICCS03012,PER_SUSP,M,NR,PT	962 	911 	936 	869 	1428 	1226 
ICCS03012,PER_SUSP,M,NR,RS	212 	251 	290 	297 	255 	241 
ICCS03012,PER_SUSP,M,NR,SE	1445 	1375 	1551 	1581 	1527 	1468 
ICCS03012,PER_SUSP,M,NR,SI	203 	212 	210 	243 	228 	191 
ICCS03012,PER_SUSP,M,P_HTHAB,AL	: 	: 	1.76 	: 	2.21 	0.94 
ICCS03012,PER_SUSP,M,P_HTHAB,AT	68.77 	74.33 	66.88 	58.43 	58.20 	68.52 
ICCS03012,PER_SUSP,M,P_HTHAB,BE	45.49 	50.88 	55.95 	58.02 	60.13 	59.64 
ICCS03012,PER_SUSP,M,P_HTHAB,BG	7.16 	7.54 	8.41 	9.19 	8.72 	9.94 
ICCS03012,PER_SUSP,M,P_HTHAB,CH	74.51 	63.48 	58.67 	60.83 	70.19 	: 
ICCS03012,PER_SUSP,M,P_HTHAB,CZ	17.19 	15.24 	15.91 	14.86 	15.15 	14.55 
ICCS03012,PER_SUSP,M,P_HTHAB,DE	61.04 	57.49 	62.68 	62.82 	67.74 	84.03 
ICCS03012,PER_SUSP,M,P_HTHAB,ES	19.54 	19.42 	20.44 	17.96 	18.36 	20.99 
ICCS03012,PER_SUSP,M,P_HTHAB,FI	19.16 	24.69 	14.25 	15.89 	17.23 	16.94 
ICCS03012,PER_SUSP,M,P_HTHAB,HR	9.92 	10.76 	12.71 	11.76 	11.89 	14.93 
ICCS03012,PER_SUSP,M,P_HTHAB,HU	4.07 	3.34 	3.12 	2.92 	2.90 	3.77 
ICCS03012,PER_SUSP,M,P_HTHAB,IT	14.93 	14.99 	15.88 	15.59 	15.45 	16.07 
ICCS03012,PER_SUSP,M,P_HTHAB,LT	9.13 	10.26 	14.14 	10.96 	10.11 	7.93 
ICCS03012,PER_SUSP,M,P_HTHAB,LV	11.66 	14.87 	13.92 	9.48 	9.47 	11.72 
ICCS03012,PER_SUSP,M,P_HTHAB,ME	0.33 	0.00 	0.33 	0.00 	0.00 	0.00 
ICCS03012,PER_SUSP,M,P_HTHAB,MK	10.65 	: 	: 	: 	: 	: 
ICCS03012,PER_SUSP,M,P_HTHAB,MT	19.06 	23.59 	21.80 	24.25 	19.06 	14.30 
ICCS03012,PER_SUSP,M,P_HTHAB,NL	40.21 	47.87 	50.52 	54.85 	60.81 	67.99 
ICCS03012,PER_SUSP,M,P_HTHAB,NO	22.36 	22.05 	20.52 	23.03 	20.04 	21.70 
ICCS03012,PER_SUSP,M,P_HTHAB,PL	5.93 	: 	: 	: 	: 	: 
ICCS03012,PER_SUSP,M,P_HTHAB,PT	19.26 	18.11 	18.52 	17.16 	28.19 	24.18 
ICCS03012,PER_SUSP,M,P_HTHAB,RS	6.06 	7.14 	8.21 	8.36 	7.15 	6.73 
ICCS03012,PER_SUSP,M,P_HTHAB,SE	30.32 	29.09 	33.07 	34.01 	33.17 	32.17 
ICCS03012,PER_SUSP,M,P_HTHAB,SI	19.92 	20.85 	20.70 	23.96 	22.71 	19.36 
ICCS03012,PER_SUSP,T,NR,AL	49 	27 	25 	39 	35 	18 
ICCS03012,PER_SUSP,T,NR,AT	3076 	3221 	2876 	2534 	2496 	2907 
ICCS03012,PER_SUSP,T,NR,BE	3451 	3683 	4089 	4200 	4318 	4061 
ICCS03012,PER_SUSP,T,NR,BG	259 	276 	312 	345 	325 	381 
ICCS03012,PER_SUSP,T,NR,CH	3788 	3291 	2917 	3014 	3220 	: 
ICCS03012,PER_SUSP,T,NR,CZ	969 	875 	889 	820 	836 	821 
ICCS03012,PER_SUSP,T,NR,DE	26780 	24793 	27072 	27133 	29401 	36870 
ICCS03012,PER_SUSP,T,NR,ES	4909 	5312 	5575 	5137 	4604 	5184 
ICCS03012,PER_SUSP,T,NR,FI	540 	669 	386 	435 	482 	450 
ICCS03012,PER_SUSP,T,NR,HR	240 	239 	280 	271 	261 	337 
ICCS03012,PER_SUSP,T,NR,HU	194 	161 	149 	139 	139 	180 
ICCS03012,PER_SUSP,T,NR,IT	4424 	4425 	4654 	4538 	4533 	4670 
ICCS03012,PER_SUSP,T,NR,LT	133 	144 	202 	163 	154 	119 
ICCS03012,PER_SUSP,T,NR,LV	115 	142 	138 	94 	97 	118 
ICCS03012,PER_SUSP,T,NR,ME	22 	18 	27 	37 	29 	17 
ICCS03012,PER_SUSP,T,NR,MK	111 	: 	: 	: 	: 	: 
ICCS03012,PER_SUSP,T,NR,MT	46 	51 	49 	58 	40 	32 
ICCS03012,PER_SUSP,T,NR,NL	3440 	4090 	4290 	4645 	5180 	5795 
ICCS03012,PER_SUSP,T,NR,NO	580 	557 	512 	573 	486 	524 
ICCS03012,PER_SUSP,T,NR,PL	1115 	: 	: 	: 	: 	: 
ICCS03012,PER_SUSP,T,NR,PT	1013 	948 	986 	916 	1697 	1363 
ICCS03012,PER_SUSP,T,NR,RO	618 	572 	: 	: 	513 	456 
ICCS03012,PER_SUSP,T,NR,RS	220 	261 	305 	320 	273 	258 
ICCS03012,PER_SUSP,T,NR,SE	1486 	1429 	1601 	1626 	1558 	1500 
ICCS03012,PER_SUSP,T,NR,SI	219 	214 	228 	256 	237 	199 
ICCS03012,PER_SUSP,T,P_HTHAB,AL	: 	: 	0.88 	: 	1.10 	0.57 
ICCS03012,PER_SUSP,T,P_HTHAB,AT	36.39 	38.31 	34.34 	30.34 	29.95 	34.99 
ICCS03012,PER_SUSP,T,P_HTHAB,BE	30.92 	33.20 	37.17 	38.75 	40.16 	38.07 
ICCS03012,PER_SUSP,T,P_HTHAB,BG	3.56 	3.77 	4.23 	4.65 	4.35 	5.07 
ICCS03012,PER_SUSP,T,P_HTHAB,CH	47.12 	41.37 	37.06 	38.71 	41.81 	: 
ICCS03012,PER_SUSP,T,P_HTHAB,CZ	9.21 	8.33 	8.48 	7.84 	8.02 	7.94 
ICCS03012,PER_SUSP,T,P_HTHAB,DE	32.65 	30.29 	33.11 	33.17 	35.85 	44.84 
ICCS03012,PER_SUSP,T,P_HTHAB,ES	10.51 	11.35 	11.95 	11.05 	9.96 	11.35 
ICCS03012,PER_SUSP,T,P_HTHAB,FI	9.95 	12.39 	7.18 	8.13 	9.05 	8.49 
ICCS03012,PER_SUSP,T,P_HTHAB,HR	5.63 	5.59 	6.53 	6.30 	6.06 	7.82 
ICCS03012,PER_SUSP,T,P_HTHAB,HU	1.96 	1.62 	1.49 	1.39 	1.39 	1.79 
ICCS03012,PER_SUSP,T,P_HTHAB,IT	7.41 	7.45 	7.84 	7.67 	7.68 	7.96 
ICCS03012,PER_SUSP,T,P_HTHAB,LT	4.48 	4.79 	6.62 	5.19 	4.84 	3.70 
ICCS03012,PER_SUSP,T,P_HTHAB,LV	5.68 	6.94 	6.65 	4.43 	4.48 	5.38 
ICCS03012,PER_SUSP,T,P_HTHAB,ME	3.54 	2.90 	4.36 	5.98 	4.70 	2.76 
ICCS03012,PER_SUSP,T,P_HTHAB,MK	5.38 	: 	: 	: 	: 	: 
ICCS03012,PER_SUSP,T,P_HTHAB,MT	10.92 	12.21 	11.81 	14.01 	9.73 	7.85 
ICCS03012,PER_SUSP,T,P_HTHAB,NL	20.50 	24.45 	25.76 	28.02 	31.42 	35.32 
ICCS03012,PER_SUSP,T,P_HTHAB,NO	11.48 	11.17 	10.41 	11.79 	10.13 	11.06 
ICCS03012,PER_SUSP,T,P_HTHAB,PL	2.93 	: 	: 	: 	: 	: 
ICCS03012,PER_SUSP,T,P_HTHAB,PT	9.66 	8.99 	9.33 	8.66 	16.07 	12.92 
ICCS03012,PER_SUSP,T,P_HTHAB,RO	3.09 	2.85 	: 	: 	2.51 	2.21 
ICCS03012,PER_SUSP,T,P_HTHAB,RS	3.06 	3.62 	4.21 	4.38 	3.72 	3.50 
ICCS03012,PER_SUSP,T,P_HTHAB,SE	15.55 	15.07 	17.00 	17.41 	16.83 	16.33 
ICCS03012,PER_SUSP,T,P_HTHAB,SI	10.64 	10.41 	11.12 	12.51 	11.66 	9.90 
ICCS03012,PER_VICT,F,NR,AL	39 	13 	16 	30 	19 	12 
ICCS03012,PER_VICT,F,NR,AT	1012 	1136 	1042 	981 	789 	843 
ICCS03012,PER_VICT,F,NR,BG	222 	229 	264 	197 	252 	276 
ICCS03012,PER_VICT,F,NR,CH	2767 	2869 	2789 	2695 	3133 	: 
ICCS03012,PER_VICT,F,NR,CZ	726 	673 	786 	696 	709 	736 
ICCS03012,PER_VICT,F,NR,DK	1444 	1503 	1582 	1671 	1240 	1359 
ICCS03012,PER_VICT,F,NR,ES	7057 	5864 	6329 	6384 	6603 	7313 
ICCS03012,PER_VICT,F,NR,HR	389 	296 	404 	410 	438 	438 
ICCS03012,PER_VICT,F,NR,HU	421 	453 	360 	369 	339 	195 
ICCS03012,PER_VICT,F,NR,IT	3662 	3971 	3987 	3602 	3829 	4153 
ICCS03012,PER_VICT,F,NR,LT	122 	130 	135 	126 	99 	96 
ICCS03012,PER_VICT,F,NR,LV	100 	80 	: 	: 	: 	: 
ICCS03012,PER_VICT,F,NR,ME	16 	18 	25 	16 	31 	19 
ICCS03012,PER_VICT,F,NR,MK	95 	: 	: 	: 	: 	: 
ICCS03012,PER_VICT,F,NR,MT	75 	64 	48 	76 	63 	59 
ICCS03012,PER_VICT,F,NR,NO	1050 	1080 	1168 	1127 	998 	972 
ICCS03012,PER_VICT,F,NR,PT	1257 	1165 	1177 	1167 	1427 	1344 
ICCS03012,PER_VICT,F,NR,RS	169 	272 	264 	335 	266 	281 
ICCS03012,PER_VICT,F,NR,SI	231 	196 	214 	266 	255 	182 
ICCS03012,PER_VICT,F,NR,UKC-L	22499 	19708 	19785 	20644 	19841 	19740 
ICCS03012,PER_VICT,F,NR,UKN	749 	638 	616 	630 	614 	856 
ICCS03012,PER_VICT,F,NR,XK	128 	107 	106 	89 	94 	109 
ICCS03012,PER_VICT,F,P_HTHAB,AL	: 	: 	1.13 	: 	1.19 	0.76 
ICCS03012,PER_VICT,F,P_HTHAB,AT	23.38 	26.36 	24.25 	22.89 	18.44 	19.76 
ICCS03012,PER_VICT,F,P_HTHAB,BG	5.94 	6.09 	6.98 	5.17 	6.58 	7.15 
ICCS03012,PER_VICT,F,P_HTHAB,CH	67.98 	71.15 	69.85 	68.14 	80.02 	: 
ICCS03012,PER_VICT,F,P_HTHAB,CZ	13.57 	12.59 	14.72 	13.07 	13.35 	13.94 
ICCS03012,PER_VICT,F,P_HTHAB,DK	51.14 	53.42 	56.42 	59.86 	44.61 	49.18 
ICCS03012,PER_VICT,F,P_HTHAB,ES	29.76 	24.72 	26.80 	27.16 	28.27 	31.69 
ICCS03012,PER_VICT,F,P_HTHAB,HR	17.64 	13.37 	18.19 	18.40 	19.61 	19.60 
ICCS03012,PER_VICT,F,P_HTHAB,HU	8.11 	8.70 	6.87 	7.02 	6.44 	3.70 
ICCS03012,PER_VICT,F,P_HTHAB,IT	11.89 	12.95 	13.01 	11.79 	12.58 	13.73 
ICCS03012,PER_VICT,F,P_HTHAB,LT	7.61 	8.02 	8.20 	7.45 	5.79 	5.56 
ICCS03012,PER_VICT,F,P_HTHAB,LV	9.11 	7.21 	: 	: 	: 	: 
ICCS03012,PER_VICT,F,P_HTHAB,ME	5.09 	5.73 	7.97 	5.10 	9.90 	6.08 
ICCS03012,PER_VICT,F,P_HTHAB,MK	9.23 	: 	: 	: 	: 	: 
ICCS03012,PER_VICT,F,P_HTHAB,MT	35.46 	30.50 	23.01 	36.57 	30.54 	28.77 
ICCS03012,PER_VICT,F,P_HTHAB,NO	41.74 	43.43 	47.49 	46.35 	41.51 	40.88 
ICCS03012,PER_VICT,F,P_HTHAB,PT	22.89 	21.14 	21.33 	21.18 	25.96 	24.51 
ICCS03012,PER_VICT,F,P_HTHAB,RS	4.59 	7.35 	7.10 	8.93 	7.06 	7.43 
ICCS03012,PER_VICT,F,P_HTHAB,SI	22.22 	18.87 	20.66 	25.75 	24.80 	17.78 
ICCS03012,PER_VICT,F,P_HTHAB,UKC-L	78.09 	68.84 	69.60 	73.16 	70.81 	70.95 
ICCS03012,PER_VICT,F,P_HTHAB,UKN	80.47 	68.82 	66.77 	68.66 	67.37 	94.72 
ICCS03012,PER_VICT,F,P_HTHAB,XK	: 	: 	11.91 	8.14 	8.71 	10.23 
ICCS03012,PER_VICT,M,NR,AL	11 	10 	6 	0 	10 	5 
ICCS03012,PER_VICT,M,NR,AT	232 	243 	282 	235 	154 	170 
ICCS03012,PER_VICT,M,NR,BG	246 	270 	228 	288 	228 	211 
ICCS03012,PER_VICT,M,NR,CH	566 	511 	627 	527 	631 	: 
ICCS03012,PER_VICT,M,NR,CZ	124 	135 	121 	107 	131 	93 
ICCS03012,PER_VICT,M,NR,DK	203 	185 	185 	180 	163 	149 
ICCS03012,PER_VICT,M,NR,ES	1444 	1016 	1075 	1157 	1315 	1531 
ICCS03012,PER_VICT,M,NR,HR	47 	57 	49 	30 	94 	80 
ICCS03012,PER_VICT,M,NR,HU	75 	55 	60 	49 	56 	55 
ICCS03012,PER_VICT,M,NR,IT	341 	416 	422 	380 	411 	442 
ICCS03012,PER_VICT,M,NR,LT	34 	44 	43 	37 	31 	26 
ICCS03012,PER_VICT,M,NR,LV	24 	20 	: 	: 	: 	: 
ICCS03012,PER_VICT,M,NR,ME	2 	4 	0 	0 	7 	4 
ICCS03012,PER_VICT,M,NR,MK	31 	: 	: 	: 	: 	: 
ICCS03012,PER_VICT,M,NR,MT	9 	8 	9 	12 	9 	8 
ICCS03012,PER_VICT,M,NR,NO	278 	301 	264 	259 	305 	221 
ICCS03012,PER_VICT,M,NR,PT	220 	188 	204 	219 	349 	318 
ICCS03012,PER_VICT,M,NR,RS	15 	40 	48 	43 	26 	14 
ICCS03012,PER_VICT,M,NR,SI	36 	29 	30 	31 	19 	35 
ICCS03012,PER_VICT,M,NR,UKC-L	3612 	2671 	2272 	2411 	2262 	2323 
ICCS03012,PER_VICT,M,NR,UKN	238 	211 	188 	187 	144 	152 
ICCS03012,PER_VICT,M,NR,XK	5 	10 	10 	6 	7 	7 
ICCS03012,PER_VICT,M,P_HTHAB,AL	: 	: 	0.42 	: 	0.63 	0.31 
ICCS03012,PER_VICT,M,P_HTHAB,AT	5.63 	5.93 	6.91 	5.78 	3.80 	4.21 
ICCS03012,PER_VICT,M,P_HTHAB,BG	6.94 	7.57 	6.35 	7.97 	6.27 	5.76 
ICCS03012,PER_VICT,M,P_HTHAB,CH	14.26 	13.03 	16.17 	13.76 	16.66 	: 
